"Ensembl","gene","bp","mu_syn","mu_mis","mu_lof","n_syn","n_mis","n_lof","exp_syn","exp_mis","exp_lof","syn_z","mis_z","lof_z","pLI","pRec","pNull"
"ENSG00000013441","CLK1",1581,5.75107110722e-06,1.62271659595e-05,1.61717402161e-06,69,152,6,58.42506,167.2904683,21.71312462,-0.857684975430493,0.578232458157272,3.34034345406039,0.0953474554277548,0.904315958035315,0.000336586536930449
"ENSG00000176390","CRLF3",1329,5.29230654424e-06,1.3151011827e-05,1.49320385204e-06,68,125,2,60.8546095395,145.973208478,19.990384361,-0.567843496190683,0.849072083962757,3.98583719075111,0.975928566236353,0.0240703953878368,1.03837580978467e-06
"ENSG00000137033","IL33",813,2.31546868851e-06,6.00996798839e-06,5.38879448069e-07,39,105,11,28.0327739407,68.4483659743,8.68639951675,-1.28414298809466,-2.16093488493787,-0.777603401223048,1.05455841268217e-08,0.0497642285606079,0.950235760893808
"ENSG00000065618","COL17A1",4494,2.17403538299e-05,4.68999289526e-05,5.4617398974e-06,252,591,32,249.151327447,516.620038874,79.3592241131,-0.111883130027739,-1.60061567302654,5.26617873699324,5.82447151365916e-11,0.999999993309364,6.63239147352453e-09
"ENSG00000182487",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000132681","ATP1A4",3090,1.42432761238e-05,3.26804549422e-05,2.85942763413e-06,179,375,24,169.477363817,377.101474763,41.1164614546,-0.453470585017071,0.0529318150780643,2.64420919352383,1.89733270588042e-11,0.988515007438887,0.0114849925421394
"ENSG00000143549","TPM3",858,2.76383409345e-06,7.78456468498e-06,9.60567702577e-07,27,35,4,35.5057797,92.3917089,15.07439618,0.884940441459307,2.92044579102688,2.82546412971606,0.191983984043152,0.805744089565529,0.00227192639131867
"ENSG00000008988","RPS20",429,1.94403763452e-06,4.61992757023e-06,6.30953031034e-07,18,16,1,17.6645452742,43.0036991797,7.81179984098,-0.0494795750585937,2.01412708988821,2.41421534507498,0.686321059018356,0.309401177930167,0.00427776305147752
"ENSG00000184524","CEND1",450,3.09668233744e-06,5.27339160725e-06,1.80914951633e-07,44,62,0,35.50515,60.1677267,2.46890105,-0.883811205284108,-0.115537802039795,1.55647278230253,0.584353271222879,0.37351284350011,0.0421338852770107
"ENSG00000148450","MSRB2",549,3.89467824382e-06,7.35324234388e-06,3.95331873641e-07,22,52,4,29.189460212,53.2850122246,5.41199697156,0.824959724882487,0.0861034294990923,0.601235575599751,0.00424761100040581,0.661459160899397,0.334293228100198
"ENSG00000160844",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116266","STXBP3",1779,5.84902671493e-06,1.5294575169e-05,1.86320308825e-06,58,134,13,66.505252079,166.456629693,27.016671945,0.646559678709231,1.23046418744893,2.67127554550918,7.39663613294889e-06,0.995285168463084,0.00470743490078252
"ENSG00000148734","NPFFR1",1293,1.06098649195e-05,2.07526621441e-05,6.1183160066e-07,62,104,10,72.2523750371,142.346949508,5.10266776414,0.747735710561023,1.5720730233481,-2.14758634495077,4.68664713029487e-09,0.0162408819112486,0.983759113402104
"ENSG00000123562","MORF4L2",867,3.03959096781e-06,7.48587259588e-06,3.35567880158e-07,21,30,0,24.07104,58.7384576,2.98792119,0.388049829129817,1.83408176983225,1.71227788749749,0.636394719546278,0.335007239196296,0.0285980412574262
"ENSG00000179796","LRRC3B",780,3.33019372758e-06,7.20494300061e-06,2.19050249633e-07,36,34,1,38.15089,82.052602,2.90098081,0.215881489681782,2.59469997465242,1.10559236415871,0.228541145950027,0.646553399403529,0.124905454646444
"ENSG00000090534","THPO",1062,4.29740553454e-06,1.00399393619e-05,6.68050718793e-07,70,109,5,50.3226552913,114.600833581,9.54043264845,-1.71962617603359,0.255901398583864,1.45613924719019,0.00514022944754883,0.889131369192804,0.105728401359647
"ENSG00000211650",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000101331","CCM2L",1302,1.13849242148e-05,2.20649777231e-05,1.18538797267e-06,44,105,7,69.4954177727,140.281259649,12.3249813981,1.8959790832877,1.45700534706265,1.50250071298182,0.00053799849805507,0.888920588001051,0.110541413500894
"ENSG00000075426","FOSL2",981,6.41332115191e-06,1.32002835108e-05,6.31713876462e-07,64,92,0,68.8726269095,139.946255587,8.0178181792,0.363990096932363,1.98239789663845,2.8049026307104,0.925334261981773,0.0742402684662243,0.000425469552002478
"ENSG00000112742","TTK",2574,7.78626403951e-06,2.04543586005e-05,2.42109963652e-06,86,245,11,96.1258786072,238.137413938,35.8074512044,0.640268386428283,-0.21751609352003,4.10662628832672,0.00535776884387935,0.994633246319877,8.98483624322323e-06
"ENSG00000127837","AAMP",1305,6.80559027789e-06,1.37742518885e-05,9.95031656692e-07,67,100,3,77.9218436014,153.175177866,14.83833162,0.76703580789038,2.10150953979609,3.04430150376583,0.531201269396819,0.468105024546197,0.000693706056983601
"ENSG00000018699","TTC27",2532,8.88208816093e-06,2.3265328614e-05,2.51616606124e-06,111,316,19,103.644220871,258.838512217,34.6828850591,-0.447926631341001,-1.73782348760921,2.63789826489092,6.54258241947822e-09,0.992236069935911,0.00776392352150704
"ENSG00000162923","WDR26",1986,1.00774983124e-05,2.13697027746e-05,1.72307117658e-06,56,68,0,66.5695183906,174.511597712,22.7662155837,0.803095236156969,3.94367602796521,4.72645096946624,0.99967739101451,0.000322608313534822,6.71955078731638e-10
"ENSG00000116857","TMEM9",552,2.60398204041e-06,6.29797931532e-06,5.51877016977e-07,25,54,2,29.9879190525,69.2341292512,7.88256475423,0.564671369785435,0.895517278761277,2.075499559285,0.298539881699223,0.681857947968254,0.0196021703325236
"ENSG00000211633",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000121335","PRB2",1251,3.52890881554e-06,9.8450567784e-06,1.51976040146e-06,43,129,20,41.240566,112.8038332,18.47648681,-0.169847485708948,-0.745877867488921,-0.351096236830751,2.87656217860537e-14,0.00973359357594469,0.990266406424027
"ENSG00000156711","MAPK13",1098,6.59556719467e-06,1.36105842511e-05,1.494600623e-06,60,143,13,72.3902039815,146.518717001,20.4465517996,0.902792309455991,0.142184469675807,1.63130382970448,5.48349848830244e-07,0.861251984262847,0.138747467387304
"ENSG00000196639","HRH1",1464,5.89697368353e-06,1.48841463305e-05,9.14826138977e-07,75,151,6,67.23304,169.0596177,10.78426675,-0.587231234538204,0.679367293415906,1.44314429522654,0.00156116787120129,0.882252402170328,0.116186429958471
"ENSG00000115255","REEP6",555,5.09609169262e-06,8.13070231917e-06,6.41699420316e-07,44,72,6,51.3559363189,78.9782541909,8.28997435383,0.636344491058363,0.384068985488859,0.787850316750592,0.000463081508958989,0.665179660155568,0.334357258335473
"ENSG00000058600","POLR3E",2127,1.33501761189e-05,2.78454039648e-05,2.07985559327e-06,153,232,9,146.418215566,297.459456698,30.4765460958,-0.337207033443243,1.8564155614652,3.85364134311519,0.0194658182232362,0.980500938005545,3.32437712182833e-05
"ENSG00000117569","PTBP2",1596,5.38381628467e-06,1.41193103004e-05,1.57162377637e-06,69,78,2,65.6404024578,163.565267937,23.2236697096,-0.257070022432345,3.27241618397142,4.3625937516425,0.992693429228573,0.0073065152414733,5.55299540916183e-08
"ENSG00000127191","TRAF2",1506,1.03795147576e-05,2.00575488605e-05,1.13670366088e-06,132,165,0,116.753590458,221.741922244,16.3687108443,-0.874745266965645,1.86378785141616,4.00771583128235,0.996480874852948,0.0035188975992449,2.27547807455537e-07
"ENSG00000122085",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099341","PSMD8",1053,6.80122032828e-06,1.47407646967e-05,1.1197939598e-06,47,93,3,50.7067917106,107.25367279,10.4177938733,0.322711464627221,0.67319049026842,2.27654666895513,0.176154540930518,0.810940345605003,0.0129051134644784
"ENSG00000164032","H2AFZ",387,2.08400210635e-06,5.08195856501e-06,3.64981749096e-07,24,2,0,25.611015711,59.485626279,6.06692761987,0.197349900363406,3.64560581938874,2.43991172116519,0.855327138804775,0.142347144179023,0.00232571701620167
"ENSG00000144567",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000065308","TRAM2",1113,5.4266554699e-06,1.24451258269e-05,1.03179209703e-06,54,95,0,62.6752332674,137.79672825,15.625240591,0.679332590590165,1.78323006327009,3.91564256845132,0.99535786489498,0.00464168766873501,4.47436285268589e-07
"ENSG00000012061","ERCC1",972,5.36197634197e-06,1.07519541173e-05,7.59253676758e-07,58,116,7,58.4596895164,113.147716205,10.9485226322,0.0372723050373776,-0.131156188157842,1.18207904188543,0.000286883321902936,0.793158680717787,0.20655443596031
"ENSG00000114349","GNAT1",1053,9.67458060688e-06,1.69509336335e-05,8.74747080183e-07,63,114,10,106.702928894,185.122050172,12.738887296,2.62283886037001,2.55677160592699,0.760147929860627,2.50523154178956e-06,0.499198865849963,0.500798628918495
"ENSG00000176428","VPS37D",756,5.1619980146e-06,1.23874771496e-05,4.79293932253e-07,32,57,0,30.7062082747,73.3960304284,3.19875834896,-0.144743856716357,0.936092686168985,1.77166002240177,0.656347210550458,0.319312414054316,0.0243403753952253
"ENSG00000099822","HCN2",2670,3.0589384345e-05,5.32431368257e-05,1.18186855539e-06,194,139,2,252.394363663,456.718269606,14.3775427067,2.27866684155616,7.27167575683494,3.23356581038702,0.832343161848257,0.167509635247704,0.000147202904039401
"ENSG00000205649","HTN3",156,3.99030445105e-07,1.18659254872e-06,2.51701121893e-07,7,19,5,5.89325645123,14.4983943501,4.29437267425,-0.282630442621365,-0.578261626289094,-0.337299069784699,0.000271792557384507,0.334440019107591,0.665288188335025
"ENSG00000114023","FAM162A",465,1.6698707413e-06,4.5425276364e-06,6.66849829736e-07,19,45,6,19.1171662003,48.6463403375,8.86424094471,0.0166132301100871,0.255710469676859,0.952968329032887,0.000629842253416895,0.72985638185107,0.269513775895513
"ENSG00000127884","ECHS1",873,5.2414636804e-06,1.05419574231e-05,7.11212380857e-07,50,74,2,51.7622927189,100.475496331,10.3234305108,0.151851851698642,1.29190484417222,2.56613821483122,0.519800839729468,0.476505736814252,0.00369342345628061
"ENSG00000041357","PSMA4",786,2.33870794644e-06,6.5818355341e-06,7.26364955219e-07,32,36,2,29.5904233107,77.2997091254,11.4161623372,-0.27460929407734,2.2976005467736,2.76060053887735,0.620423590120457,0.377947303197172,0.00162910668237076
"ENSG00000196247","ZNF107",2352,6.42436183888e-06,1.75230189381e-05,1.32686782213e-06,84,274,21,67.547132797,182.892735951,14.6047874447,-1.24104545917133,-3.29512149580324,-1.65766623317539,7.59375740639872e-17,0.000568738088755009,0.999431261911245
"ENSG00000136141","LRCH1",2292,1.13630391705e-05,2.34707652397e-05,2.14084509943e-06,99,212,4,111.614611827,229.291641105,29.6633632167,0.740222820634718,0.558544250355938,4.66759404734666,0.982396864430302,0.0176031159178159,1.96518818703732e-08
"ENSG00000107796","ACTA2",1134,5.18359092206e-06,1.29311632293e-05,8.57975853232e-07,51,51,2,61.1078068188,147.284897373,12.8133339788,0.801600753962825,3.88057002821212,2.9923903239304,0.734223241103143,0.265236864045234,0.000539894851622421
"ENSG00000136243","NUPL2",1272,4.02538855678e-06,1.04409798026e-05,7.0587823518e-07,44,148,8,47.3806672076,118.076471296,10.615682482,0.304474984384758,-1.34693650507033,0.795244637799734,3.67028875429224e-05,0.597871618629769,0.402091678482689
"ENSG00000169021","UQCRFS1",825,5.1882639565e-06,1.06824334485e-05,3.55677067258e-07,18,27,0,30.19286,68.892395,3.62470694,1.37563408112492,2.46868664962858,1.88593250619186,0.694438038047755,0.288091521236677,0.0174704407155682
"ENSG00000142546","NOSIP",906,7.08703607571e-06,1.50243344371e-05,9.48249989491e-07,50,88,6,68.8456042437,143.011976621,11.7003793225,1.40806052588546,2.25002648705796,1.65079637197406,0.00230156568092138,0.923349231718922,0.0743492026001562
"ENSG00000129911","KLF16",759,1.02324377429e-05,1.69736131987e-05,2.06189240414e-07,23,23,0,42.7549960885,81.6537295564,1.45953977095,1.87297958012781,3.17485645301051,1.19673417619277,0.473218601321024,0.441203064762736,0.0855783339162408
"ENSG00000169442","CD52",186,7.62152819633e-07,1.82342242272e-06,9.97906480381e-08,10,20,0,9.473542,21.4979452,1.96884165,-0.106036896743255,0.158021189609143,1.38993703064842,0.530686211965741,0.40896918000682,0.0603446080274398
"ENSG00000206580",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000124194","GDAP1L1",1104,7.32285474527e-06,1.4045383149e-05,6.69322886736e-07,63,97,2,69.6478252275,133.763296982,8.53582054483,0.493827846299473,1.55475686306147,2.21598683464995,0.353968502367603,0.633213776614276,0.0128177210181204
"ENSG00000120616","EPC1",2511,1.05426842082e-05,2.44226354798e-05,2.85978734434e-06,123,195,1,122.854598709,275.430194155,37.4870419787,-0.00813238991929216,2.37044488814213,5.90320378795908,0.999993177292492,6.82270749652117e-06,1.13215577287487e-14
"ENSG00000196924","FLNA",7944,5.62922964996e-05,0.000106238174607,5.02881221319e-06,452,519,1,433.587242508,806.238784339,54.3612079238,-0.548189946495652,4.94797739313901,7.16920141228925,0.999999987607637,1.2392363207874e-08,2.38657877180705e-21
"ENSG00000175832","ETV4",1455,8.4388630079e-06,1.6957839452e-05,1.63094174131e-06,81,154,8,90.1531406728,179.149708935,20.7506107833,0.597625521552221,0.919054379710447,2.77271498786214,0.00270290986689264,0.99440207828221,0.00289501185089696
"ENSG00000158106","RHPN1",2013,1.48971638043e-05,2.91116687022e-05,1.93516766966e-06,125,248,12,110.786706349,214.960523747,18.4690643656,-0.837144751869243,-1.10222584312242,1.49110669757926,1.30045250011161e-06,0.822567715881233,0.177430983666267
"ENSG00000124795","DEK",1128,4.22436135504e-06,9.09021866951e-06,8.6092041529e-07,51,113,4,50.2940121961,102.951206108,13.1253871749,-0.0617148790434801,-0.484412058036437,2.49508265349798,0.102359186951826,0.890489818662751,0.00715099438542254
"ENSG00000177103","DSCAML1",6342,4.16581650353e-05,8.73775508029e-05,4.44556408132e-06,449,679,5,457.783386298,946.566532818,60.5173381921,0.254496693772691,4.25375662882487,7.06933246989006,0.999999092176902,9.07823098512181e-07,1.39505068135052e-19
"ENSG00000143195","ILDR2",1920,1.35836828132e-05,2.73164941512e-05,1.42677452567e-06,83,172,4,115.324362538,239.029364018,17.815350028,1.86603307114126,2.12058706646517,3.24230873577454,0.398939847020927,0.600671466473797,0.000388686505275666
"ENSG00000161570",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000156110","ADK",1089,3.59322733604e-06,8.74712755389e-06,8.61856545266e-07,40,79,3,37.2323942775,89.6482485801,12.5332616978,-0.281186163863756,0.550077373788126,2.66746762226448,0.322841314242593,0.673716069681989,0.00344261607541734
"ENSG00000147082","CCNB3",4188,1.37753251787e-05,3.24262680609e-05,2.15685421608e-06,109,243,4,104.191799649,240.663420514,19.6734965711,-0.292021747039395,-0.0736708711344699,3.5003764155026,0.57088694342555,0.429010708227065,0.000102348347385454
"ENSG00000177556","ATOX1",207,7.84657537272e-07,1.82146938504e-06,1.36546944073e-07,10,20,1,8.41511127704,18.3225323067,2.23272866165,-0.338702463559557,-0.191680775886868,0.817220414057504,0.17740157925531,0.644375611728191,0.178222809016499
"ENSG00000156298","TSPAN7",750,3.47684591791e-06,7.72160363703e-06,6.1881692244e-07,26,31,0,26.477782225,55.9571750087,6.39030465771,0.0575621022004499,1.63186465175065,2.50409318533283,0.86995013142945,0.128287984414467,0.001761884156083
"ENSG00000066136","NFYC",1065,4.48903798706e-06,1.07432034997e-05,1.28628951787e-06,44,61,3,50.8152307118,115.773742487,15.9479565317,0.592697419258303,2.48990972784574,3.21172505316952,0.631959350371475,0.367740324961642,0.000300324666883349
"ENSG00000167100","SAMD14",1338,9.47208347895e-06,1.96670375927e-05,1.28381044209e-06,70,144,6,90.8875896226,190.442680747,17.3683804948,1.35826811549271,1.64608277190203,2.70214495476578,0.0202644303517086,0.975990270820888,0.0037452988274037
"ENSG00000108106","UBE2S",669,5.58040858604e-06,1.0115017292e-05,3.73931192891e-07,23,37,0,57.6384867259,102.842294757,5.0801282461,2.82847317973608,3.17567130666519,2.23268276749562,0.801671664443433,0.192972333943984,0.0053560016125827
"ENSG00000159516","SPRR2G",222,8.11142280715e-07,1.83610641796e-06,1.31115972729e-07,7,26,2,9.609508,21.22256,1.904668,0.521864208812769,-0.507239168503765,-0.068425621349276,0.0266080186616705,0.568421844848248,0.404970136490082
"ENSG00000205426","KRT81",1518,1.15606597022e-05,2.2704669584e-05,9.74474706248e-07,64,129,10,81.739328104,161.289117592,9.46252534772,1.2163852355943,1.24356899927063,-0.173078902630707,2.1584354437647e-07,0.146464237541704,0.853535546614751
"ENSG00000197063","MAFG",489,4.27443920041e-06,8.72371267725e-06,2.88461177198e-07,37,34,0,33.406589764,67.5524965446,2.88006862546,-0.385425252758728,1.99673615198057,1.68109067519199,0.625915690848724,0.343053250400764,0.0310310587505117
"ENSG00000078699","CBFA2T2",1815,8.34455500424e-06,2.01072189902e-05,1.43892251017e-06,96,149,0,99.155606,232.4290281,20.91335224,0.196459962777223,2.67662995564514,4.5300343561816,0.999355101452129,0.000644894914821568,3.63304911668757e-09
"ENSG00000198946",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100058",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000151422","FER",2469,7.64897293283e-06,1.95045398738e-05,2.29661557068e-06,114,219,5,91.4220092119,222.490377538,32.4717293208,-1.46389310105226,0.114455325298339,4.77554546876223,0.968420467139565,0.031579516007219,1.68532157760407e-08
"ENSG00000122133","PAEP",543,2.99641267709e-06,5.53831861467e-06,4.24455592255e-07,28,44,3,26.1934755472,49.154502936,5.81292690324,-0.218824319094817,0.359601403763945,1.1557147686903,0.0316183735787673,0.81467678550802,0.153704840913213
"ENSG00000115844","DLX2",987,9.67070909041e-06,1.52906615134e-05,5.70553687736e-07,40,74,0,93.5484247928,149.324930089,6.82669893997,3.43224181499155,3.01501088331332,2.58818353547669,0.887610614037221,0.111181434585839,0.00120795137694089
"ENSG00000160216","AGPAT3",1131,7.45835152037e-06,1.47136391617e-05,1.05874544511e-06,74,81,0,87.3167944495,169.100605105,15.1475856137,0.883486965173909,3.31377299175381,3.85532916465743,0.994454771437506,0.00554453781791517,6.90744578783821e-07
"ENSG00000144535","DIS3L2",2658,1.41220520409e-05,3.00524677065e-05,2.40712857797e-06,155,303,6,154.657034421,321.395280091,32.6608980733,-0.0170985308264592,0.501884320428971,4.62115324869384,0.863517182071107,0.136482675808421,1.4212047270836e-07
"ENSG00000125618","PAX8",1353,8.08333797432e-06,1.659172616e-05,1.24852422931e-06,90,150,2,79.1248627012,163.437496536,16.0305014153,-0.757927711533633,0.514113582208453,3.47127808708322,0.90212384293593,0.0978407654978292,3.53915662403427e-05
"ENSG00000139531","SUOX",1638,5.98586028444e-06,1.68995754341e-05,9.00691427384e-07,59,201,6,69.07833,192.7329526,11.46231091,0.75173896333012,-0.291263708804799,1.59819596685677,0.00208476865750542,0.914258529409167,0.0836567019333274
"ENSG00000071575","TRIB2",1032,6.55677072816e-06,1.3253388594e-05,6.01649883654e-07,68,77,0,75.54687,151.4209372,8.07410793,0.538279809475206,2.95813834602807,2.81473147816039,0.926787339017351,0.0728078247913857,0.000404836191263518
"ENSG00000109805","NCAPG",3048,1.01259126976e-05,2.51952373544e-05,2.30741943645e-06,102,281,7,114.319123001,275.513511619,33.4254830231,0.714280865687406,-0.161674117112445,4.52765969152397,0.618144197205832,0.381855233176669,5.69617498748479e-07
"ENSG00000127359",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206499",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168685","IL7R",1380,5.11019420728e-06,1.13902916251e-05,8.84717815884e-07,62,183,10,61.252335,132.4071497,13.37680743,-0.0592232536601171,-2.15055403282247,0.914575879793922,3.72072117299544e-06,0.584033746398945,0.415962532879882
"ENSG00000166181","API5",1575,5.36774312309e-06,1.36374996107e-05,1.82152451706e-06,61,90,1,65.7838761852,158.663045294,26.3153504196,0.365653720816163,2.66625328012406,4.8884260310315,0.9995550190637,0.000444980638648005,2.97652335482444e-10
"ENSG00000196878","LAMB3",3519,1.69073935745e-05,4.33272281216e-05,3.20128781842e-06,199,523,22,194.62889193,487.450564927,43.6994813511,-0.194239045077108,-0.787559660461622,3.25162873011391,1.36402401238307e-09,0.999378217717037,0.000621780918938427
"ENSG00000160714","UBE2Q1",1269,7.52307917929e-06,1.38468224027e-05,1.35928427305e-06,66,47,2,72.1001005308,131.977120291,19.3275554536,0.445367472046182,3.61800418604932,3.90425767202756,0.969363486984384,0.0306346264742841,1.88654133172492e-06
"ENSG00000124160","NCOA5",1740,6.91969522559e-06,2.08630672387e-05,1.98660853859e-06,85,195,2,81.335266,239.3165773,25.44236308,-0.251913784005869,1.40118821973818,4.60375651130222,0.996800143883867,0.00319984872839713,7.38773605841583e-09
"ENSG00000198216","CACNA1E",6942,3.26715547719e-05,8.12896381304e-05,6.37809739566e-06,359,463,0,357.07913257,859.043181663,82.419503781,-0.0630190602239926,6.60923971620441,8.99300180637645,0.999999999999934,6.60028318524918e-14,1.68313067676785e-33
"ENSG00000197323","TRIM33",3384,1.60724274099e-05,3.4418563572e-05,2.73373299132e-06,133,144,0,135.172993156,317.53538761,36.8827604875,0.115868192736913,4.76330593659626,6.01591095210964,0.999998355934464,1.64406553457171e-06,1.7473413073396e-15
"ENSG00000124659","TBCC",1041,7.28093187353e-06,1.54566626512e-05,6.09586159818e-07,54,131,4,82.91357,175.5462753,7.32583508,1.96851312514317,1.6444941801371,1.21719951883931,0.0110028256898399,0.837539314552167,0.151457859757993
"ENSG00000169509","CRCT1",300,2.75741807041e-06,4.98624186807e-06,2.06689246915e-07,19,34,3,22.4890975675698,40.4264361150448,1.96109883456279,0.456117629922665,0.494372309620624,-0.734876211499491,0.00367304007975833,0.399676885672416,0.596650074247825
"ENSG00000124839","RAB17",639,3.74355151349e-06,7.02802370669e-06,4.20025489127e-07,37,88,4,42.2830703616,78.1467729368,6.47816291639,0.503677538874098,-0.545179465371265,0.964480851199012,0.00739028017956446,0.772406620157847,0.220203099662589
"ENSG00000117118","SDHB",843,3.20906256564e-06,8.41343363297e-06,1.11651783876e-06,34,93,5,36.8296342927,93.2970964249,15.4650189201,0.289054962567865,0.0150447525359116,2.63605501052642,0.0501027715702188,0.945230052931343,0.0046671754984379
"ENSG00000168081","PNOC",531,2.39042981813e-06,5.90721297464e-06,4.30791571679e-07,22,61,2,27.922261,67.7681482,5.71915105,0.694802814765555,0.402136613433934,1.54052151010724,0.151495123138375,0.777114714421955,0.0713901624396704
"ENSG00000076924","XAB2",2568,1.89517875447e-05,4.15464257396e-05,2.62959662962e-06,192,313,4,208.962791802,447.083154959,34.4975558459,0.727465646247025,3.10167772755252,5.14352186734964,0.997070259537138,0.00292974021895026,2.43911332969191e-10
"ENSG00000115866","DARS",1506,5.27563840415e-06,1.43287300552e-05,1.75763267812e-06,63,161,10,64.0496507442,162.432922233,25.587075299,0.0813084441665197,0.0549914689742761,3.05241790548452,0.00061199920887983,0.998378097435287,0.00100990335583288
"ENSG00000090565","RAB11FIP3",2271,2.06740847264e-05,3.47560596617e-05,1.81723556145e-06,115,195,1,172.404112496,289.179904708,20.6020346349,2.71030739047736,2.70888533031534,4.27795042574443,0.99624251258264,0.00375743337965377,5.40377060087588e-08
"ENSG00000186416","NKRF",2118,7.37199525438e-06,1.97854937559e-05,1.15246264799e-06,47,79,0,57.775834,153.1395183,9.49869437,0.878874918767039,2.93037018847678,3.05296370639145,0.955812168094543,0.0440737950650344,0.00011403684042265
"ENSG00000013275","PSMC4",1257,6.52291194167e-06,1.5237049727e-05,1.00359284955e-06,75,54,3,76.8998212176,174.06598199,15.653675398,0.13430718926667,4.45122487849562,3.1680951393033,0.605976545511019,0.393646934764955,0.000376519724025465
"ENSG00000186469","GNG2",216,9.63582893055e-07,1.92366628669e-06,9.42761085907e-08,9,9,0,11.755788,22.6337284,1.90636076,0.498275675754213,1.40169360571903,1.36770446661896,0.52377049107399,0.413182893832688,0.063046615093322
"ENSG00000177169","ULK1",3153,2.37767852915e-05,4.63321665156e-05,2.56893939977e-06,295,430,6,246.329820549,469.883866209,36.5541700966,-1.92244585993359,0.899950916578685,5.00601010537061,0.964459663318906,0.0355403321067721,4.57432203472228e-09
"ENSG00000139083","ETV6",1359,6.65383902189e-06,1.60416202469e-05,1.46576090516e-06,90,124,1,78.742147,185.1076597,19.9601474,-0.786504646786251,2.19684894433251,4.20387276876886,0.99522782011263,0.00477208301229203,9.68750781828605e-08
"ENSG00000121281","ADCY7",3243,2.22857509545e-05,4.42116307272e-05,2.41983254248e-06,246,370,10,233.127942579,456.517489528,34.6299927729,-0.522638928192145,1.98057717768379,4.14598512232894,0.0177212075002422,0.982271061033918,7.73146583973407e-06
"ENSG00000164007","CLDN19",675,4.29308275498e-06,8.00183927794e-06,5.27125365618e-07,32,65,2,40.1817068457,74.5702955021,6.14408318946,0.800164721859982,0.542074699535696,1.65611164523369,0.175565901482529,0.768257069030034,0.0561770294874372
"ENSG00000129048","ACKR4",1053,3.15687650516e-06,8.7274940624e-06,5.36104762185e-07,6,22,4,36.18717,99.3034222,6.4932755,3.11096103211788,3.79431218233647,0.96923269945656,0.0074451081605227,0.773751344418524,0.218803547420953
"ENSG00000206413",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000111328","CDK2AP1",348,3.00587710369e-06,5.03451944772e-06,2.71472424137e-07,19,22,0,28.636434909,49.5615130394,4.2172748991,1.11636495691985,1.91490468796205,2.03425622468813,0.74236102805821,0.246753667257514,0.0108853046842766
"ENSG00000102158","MAGT1",1104,4.16152792043e-06,1.14021555313e-05,1.02276921147e-06,32,63,1,33.7761842051,86.8157933379,11.206764169,0.189465951851121,1.25020748359975,3.02021358683573,0.887373875952856,0.112375163972092,0.000250960075051961
"ENSG00000171942","OR10H2",948,5.25309781307e-06,1.08225836993e-05,2.35147017502e-07,64,104,3,59.93779,123.0411831,3.08336091,-0.325283084820238,0.83962531734546,0.0470262080931502,0.00763643549782811,0.546121608042627,0.446241956459545
"ENSG00000150316","CWC15",687,2.06052508845e-06,6.12690847732e-06,6.79924275205e-07,19,21,0,18.8291108352,51.8604502242,7.17934309225,-0.0244146869531331,2.09604486138962,2.65419021775648,0.9002772115237,0.0988342376205962,0.000888550855703797
"ENSG00000172602","RND1",699,3.4688101356e-06,7.90869726752e-06,7.22357248312e-07,35,62,0,40.6028101443,90.2186493186,10.1958307943,0.545101399519635,1.45313017621056,3.16301306434503,0.965631677734805,0.0343072748211002,6.10474440947777e-05
"ENSG00000012660","ELOVL5",981,3.79590824386e-06,9.62316080033e-06,1.16645776064e-06,38,69,1,41.435136265,98.6090814803,12.3737735201,0.330833489305257,1.45842104397788,3.2028986448498,0.924260371630133,0.075649351997974,9.0276371892825e-05
"ENSG00000072310","SREBF1",3534,2.24230843809e-05,4.62941350575e-05,2.11356528977e-06,204,358,3,204.721680749,415.300766438,25.8106779264,0.0312697372500008,1.37529470180685,4.44762508278142,0.985657782151979,0.014342159164184,5.86838373246186e-08
"ENSG00000151366","NDUFC2",360,2.15010626758e-06,5.83616903687e-06,1.719729554e-07,18,36,0,19.2995691989,53.4289919509,2.87313594655,0.183389862798505,1.16627288678053,1.67906606672165,0.625235914208963,0.343570339761155,0.0311937460298821
